PaymentSchedKey,SaleKey,DueDate,AmountDueAED,AmountPaidAED,PaidDate,PaymentStatus
3988,1710,2023-04-05T00:00:00,168054,168054,2023-04-05,Paid
3989,983,2023-04-02T00:00:00,20104,20104,2023-04-02,Paid
3990,445,2023-04-25T00:00:00,73309,73309,2023-04-25,Paid
3991,101,2023-04-07T00:00:00,186301,186301,2023-04-07,Paid
3992,886,2023-04-22T00:00:00,57271,57271,2023-04-22,Paid
3993,1103,2023-04-27T00:00:00,13229,13229,2023-04-27,Paid
3994,450,2023-04-07T00:00:00,41323,41323,2023-04-07,Paid
3995,1258,2023-04-01T00:00:00,193824,193824,2023-04-01,Paid
3996,951,2023-04-29T00:00:00,23107,23107,2023-04-29,Paid
3997,1196,2023-04-01T00:00:00,43898,43898,2023-04-01,Paid
3998,442,2023-04-03T00:00:00,39071,39071,2023-04-03,Paid
3999,1051,2023-04-27T00:00:00,25998,25998,2023-04-27,Paid
4000,831,2023-04-17T00:00:00,47390,47390,2023-04-17,Paid
4001,1570,2023-04-14T00:00:00,676060,676060,2023-04-14,Paid
4002,258,2023-04-20T00:00:00,43766,43766,2023-04-20,Paid
4003,191,2023-04-21T00:00:00,88472,88472,2023-04-21,Paid
4004,328,2023-04-10T00:00:00,27066,27066,2023-04-10,Paid
4005,901,2023-04-24T00:00:00,40855,40855,2023-04-24,Paid
4006,327,2023-04-21T00:00:00,202152,202152,2023-04-21,Paid
4007,357,2023-04-26T00:00:00,29177,29177,2023-04-26,Paid
4008,1005,2023-04-07T00:00:00,62011,62011,2023-04-07,Paid
4009,1618,2023-04-01T00:00:00,38429,38429,2023-04-01,Paid
4010,246,2023-04-27T00:00:00,38624,38624,2023-04-27,Paid
4011,1548,2023-04-27T00:00:00,27043,27043,2023-04-27,Paid
4012,211,2023-04-19T00:00:00,111094,111094,2023-04-19,Paid
4013,391,2023-04-16T00:00:00,67179,67179,2023-04-16,Paid
4014,1608,2023-04-01T00:00:00,40896,40896,2023-04-01,Paid
4015,902,2023-04-04T00:00:00,73661,73661,2023-04-04,Paid
4016,1034,2023-04-14T00:00:00,66823,66823,2023-04-14,Paid
4017,381,2023-04-19T00:00:00,45293,0,,Due
4018,1000,2023-04-27T00:00:00,34120,34120,2023-04-27,Paid
4019,1146,2023-04-09T00:00:00,172197,172197,2023-04-09,Paid
4020,443,2023-04-28T00:00:00,75115,75115,2023-04-28,Paid
4021,863,2023-04-30T00:00:00,96546,96546,2023-04-30,Paid
4022,185,2023-04-28T00:00:00,42705,42705,2023-04-28,Paid
4023,229,2023-04-22T00:00:00,50844,50844,2023-04-22,Paid
4024,212,2023-04-10T00:00:00,150670,150670,2023-04-10,Paid
4025,946,2023-04-27T00:00:00,49716,49716,2023-04-27,Paid
4026,577,2023-04-23T00:00:00,61553,0,,Due
4027,66,2023-04-04T00:00:00,14032,14032,2023-04-04,Paid
4028,1058,2023-04-27T00:00:00,37317,37317,2023-04-27,Paid
4029,1302,2023-04-16T00:00:00,308523,308523,2023-04-16,Paid
4030,239,2023-04-10T00:00:00,42276,42276,2023-04-10,Paid
4031,453,2023-04-20T00:00:00,13227,13227,2023-04-20,Paid
4032,842,2023-04-18T00:00:00,10682,10682,2023-04-18,Paid
4033,873,2023-04-22T00:00:00,26747,26747,2023-04-22,Paid
4034,819,2023-04-28T00:00:00,28755,28755,2023-04-28,Paid
4035,162,2023-04-30T00:00:00,45030,0,,Due
4036,1384,2023-04-12T00:00:00,75987,75987,2023-04-12,Paid
4037,37,2023-04-28T00:00:00,18919,18919,2023-04-28,Paid
4038,587,2023-04-28T00:00:00,28838,28838,2023-04-28,Paid
4039,434,2023-04-09T00:00:00,105103,105103,2023-04-09,Paid
4040,1763,2023-04-24T00:00:00,70263,70263,2023-04-24,Paid
4041,894,2023-04-22T00:00:00,43410,43410,2023-04-22,Paid
4042,950,2023-04-25T00:00:00,73594,73594,2023-04-25,Paid
4043,1622,2023-04-18T00:00:00,36854,36854,2023-04-18,Paid
4044,593,2023-04-22T00:00:00,72699,72699,2023-04-22,Paid
4045,1640,2023-04-01T00:00:00,95062,95062,2023-04-01,Paid
4046,585,2023-04-16T00:00:00,70626,70626,2023-04-16,Paid
4047,626,2023-04-19T00:00:00,44587,44587,2023-04-19,Paid
4048,524,2023-04-20T00:00:00,13324,13324,2023-04-20,Paid
4049,1188,2023-04-28T00:00:00,35860,35860,2023-04-28,Paid
4050,364,2023-04-16T00:00:00,52657,52657,2023-04-16,Paid
4051,58,2023-04-15T00:00:00,42362,42362,2023-04-15,Paid
4052,721,2023-04-30T00:00:00,94801,94801,2023-04-30,Paid
4053,1605,2023-04-23T00:00:00,70378,70378,2023-04-23,Paid
4054,1050,2023-04-14T00:00:00,41088,41088,2023-04-14,Paid
4055,933,2023-04-05T00:00:00,49943,49943,2023-04-05,Paid
4056,654,2023-04-15T00:00:00,36404,36404,2023-04-15,Paid
4057,1290,2023-04-01T00:00:00,86659,86659,2023-04-01,Paid
4058,781,2023-04-27T00:00:00,300555,300555,2023-04-27,Paid
4059,342,2023-04-27T00:00:00,20050,0,,Due
4060,1455,2023-04-16T00:00:00,503370,503370,2023-04-16,Paid
4061,690,2023-04-12T00:00:00,37497,37497,2023-04-12,Paid
4062,464,2023-04-07T00:00:00,31925,31925,2023-04-07,Paid
4063,877,2023-04-14T00:00:00,52795,52795,2023-04-14,Paid
4064,16,2023-04-24T00:00:00,31287,31287,2023-04-24,Paid
4065,412,2023-04-19T00:00:00,31895,31895,2023-04-19,Paid
4066,1469,2023-04-21T00:00:00,391076,0,,Due
4067,1006,2023-04-25T00:00:00,11582,0,,Due
4068,939,2023-04-28T00:00:00,111182,111182,2023-04-28,Paid
4069,632,2023-04-18T00:00:00,46303,46303,2023-04-18,Paid
4070,1008,2023-04-25T00:00:00,46221,46221,2023-04-25,Paid
4071,1270,2023-04-12T00:00:00,142074,142074,2023-04-12,Paid
4072,112,2023-04-21T00:00:00,158973,158973,2023-04-21,Paid
4073,86,2023-04-26T00:00:00,122688,122688,2023-04-26,Paid
4074,179,2023-04-25T00:00:00,52242,0,,Due
4075,376,2023-04-17T00:00:00,16816,16816,2023-04-17,Paid
4076,1121,2023-04-12T00:00:00,27082,27082,2023-04-12,Paid
4077,1094,2023-04-03T00:00:00,72008,72008,2023-04-03,Paid
4078,249,2023-04-05T00:00:00,45323,0,,Due
4079,963,2023-04-01T00:00:00,92285,92285,2023-04-01,Paid
4080,1318,2023-04-01T00:00:00,84820,84820,2023-04-01,Paid
4081,813,2023-04-05T00:00:00,20018,20018,2023-04-05,Paid
4082,21,2023-04-03T00:00:00,184869,184869,2023-04-03,Paid
4083,1643,2023-04-01T00:00:00,208463,0,,Due
4084,1565,2023-04-10T00:00:00,658862,658862,2023-04-10,Paid
4085,1292,2023-04-30T00:00:00,319037,319037,2023-04-30,Paid
4086,57,2023-04-04T00:00:00,23742,0,,Due
4087,1014,2023-04-29T00:00:00,16472,16472,2023-04-29,Paid
4088,1426,2023-04-02T00:00:00,205268,205268,2023-04-02,Paid
4089,838,2023-04-28T00:00:00,59863,59863,2023-04-28,Paid
4090,1335,2023-04-01T00:00:00,239814,239814,2023-04-01,Paid
4091,311,2023-04-07T00:00:00,507230,507230,2023-04-07,Paid
4092,38,2023-04-28T00:00:00,121031,121031,2023-04-28,Paid
4093,1744,2023-04-05T00:00:00,117343,117343,2023-04-05,Paid
4094,856,2023-04-17T00:00:00,292315,292315,2023-04-17,Paid
4095,625,2023-04-18T00:00:00,26658,26658,2023-04-18,Paid
4096,1112,2023-04-24T00:00:00,31511,0,,Due
4097,1709,2023-04-03T00:00:00,69990,69990,2023-04-03,Paid
4098,1175,2023-04-18T00:00:00,9924,9924,2023-04-18,Paid
4099,1283,2023-04-01T00:00:00,352346,352346,2023-04-01,Paid
4100,981,2023-04-19T00:00:00,37122,37122,2023-04-19,Paid
4101,708,2023-04-10T00:00:00,58377,58377,2023-04-10,Paid
4102,1466,2023-04-01T00:00:00,68848,68848,2023-04-01,Paid
4103,1398,2023-04-01T00:00:00,57822,57822,2023-04-01,Paid
4104,313,2023-04-08T00:00:00,56821,56821,2023-04-08,Paid
4105,539,2023-04-15T00:00:00,31267,0,,Due
4106,727,2023-04-06T00:00:00,21905,0,,Due
4107,737,2023-04-04T00:00:00,63900,63900,2023-04-04,Paid
4108,1440,2023-04-01T00:00:00,48190,48190,2023-04-01,Paid
4109,1263,2023-04-01T00:00:00,264583,264583,2023-04-01,Paid
4110,1697,2023-04-01T00:00:00,54943,54943,2023-04-01,Paid
4111,491,2023-04-30T00:00:00,450652,450652,2023-04-30,Paid
4112,930,2023-04-20T00:00:00,16899,16899,2023-04-20,Paid
4113,684,2023-04-10T00:00:00,32795,0,,Due
4114,1427,2023-04-01T00:00:00,116341,116341,2023-04-01,Paid
4115,549,2023-04-10T00:00:00,59442,59442,2023-04-10,Paid
4116,1778,2023-04-03T00:00:00,40681,40681,2023-04-03,Paid
4117,63,2023-04-28T00:00:00,49621,49621,2023-04-28,Paid
4118,1096,2023-04-19T00:00:00,218974,218974,2023-04-19,Paid
4119,144,2023-04-23T00:00:00,45893,45893,2023-04-23,Paid
4120,242,2023-04-03T00:00:00,127195,127195,2023-04-03,Paid
4121,504,2023-04-22T00:00:00,95347,95347,2023-04-22,Paid
4122,415,2023-04-29T00:00:00,211278,211278,2023-04-29,Paid
4123,596,2023-04-14T00:00:00,212809,212809,2023-04-14,Paid
4124,1189,2023-04-04T00:00:00,19724,19724,2023-04-04,Paid
4125,735,2023-04-22T00:00:00,26777,26777,2023-04-22,Paid
4126,1373,2023-04-01T00:00:00,176867,176867,2023-04-01,Paid
4127,377,2023-04-26T00:00:00,30999,30999,2023-04-26,Paid
4128,34,2023-04-16T00:00:00,326796,326796,2023-04-16,Paid
4129,1023,2023-04-11T00:00:00,21071,21071,2023-04-11,Paid
4130,117,2023-04-03T00:00:00,24951,24951,2023-04-03,Paid
4131,135,2023-04-11T00:00:00,288730,288730,2023-04-11,Paid
4132,489,2023-04-22T00:00:00,134356,134356,2023-04-22,Paid
4133,1201,2023-04-04T00:00:00,255982,255982,2023-04-04,Paid
4134,478,2023-04-19T00:00:00,272893,272893,2023-04-19,Paid
4135,520,2023-04-19T00:00:00,42198,0,,Due
4136,858,2023-04-07T00:00:00,136094,136094,2023-04-07,Paid
4137,717,2023-04-10T00:00:00,41254,0,,Due
4138,1595,2023-04-25T00:00:00,92439,92439,2023-04-25,Paid
4139,839,2023-04-11T00:00:00,285032,285032,2023-04-11,Paid
4140,987,2023-04-30T00:00:00,35356,35356,2023-04-30,Paid
4141,559,2023-04-24T00:00:00,32980,32980,2023-04-24,Paid
4142,1093,2023-04-27T00:00:00,63973,0,,Due
4143,27,2023-04-02T00:00:00,84935,84935,2023-04-02,Paid
4144,754,2023-04-19T00:00:00,59260,59260,2023-04-19,Paid
4145,592,2023-04-20T00:00:00,55544,55544,2023-04-20,Paid
4146,498,2023-04-21T00:00:00,129682,129682,2023-04-21,Paid
4147,137,2023-04-07T00:00:00,23261,23261,2023-04-07,Paid
4148,496,2023-04-24T00:00:00,61076,61076,2023-04-24,Paid
4149,574,2023-04-24T00:00:00,70388,70388,2023-04-24,Paid
4150,356,2023-04-23T00:00:00,15626,15626,2023-04-23,Paid
4151,891,2023-04-12T00:00:00,363556,363556,2023-04-12,Paid
4152,1592,2023-04-01T00:00:00,114843,0,,Due
4153,1176,2023-04-04T00:00:00,69823,69823,2023-04-04,Paid
4154,290,2023-04-28T00:00:00,19023,19023,2023-04-28,Paid
4155,12,2023-04-16T00:00:00,40413,40413,2023-04-16,Paid
4156,841,2023-04-07T00:00:00,16196,16196,2023-04-07,Paid
4157,1043,2023-04-07T00:00:00,147518,147518,2023-04-07,Paid
4158,181,2023-04-02T00:00:00,50588,50588,2023-04-02,Paid
4159,583,2023-04-19T00:00:00,81995,81995,2023-04-19,Paid
4160,125,2023-04-14T00:00:00,109073,109073,2023-04-14,Paid
4161,1642,2023-04-01T00:00:00,29696,29696,2023-04-01,Paid
4162,1451,2023-04-03T00:00:00,67630,67630,2023-04-03,Paid
4163,367,2023-04-16T00:00:00,47536,0,,Due
4164,492,2023-04-25T00:00:00,76162,76162,2023-04-25,Paid
4165,84,2023-04-24T00:00:00,128649,0,,Due
4166,454,2023-04-09T00:00:00,113886,113886,2023-04-09,Paid
4167,1033,2023-04-15T00:00:00,48538,48538,2023-04-15,Paid
4168,553,2023-04-14T00:00:00,139306,139306,2023-04-14,Paid
4169,784,2023-04-24T00:00:00,37748,37748,2023-04-24,Paid
4170,392,2023-04-09T00:00:00,32878,32878,2023-04-09,Paid
4171,207,2023-04-05T00:00:00,79736,79736,2023-04-05,Paid
4172,373,2023-04-28T00:00:00,137643,137643,2023-04-28,Paid
4173,467,2023-04-17T00:00:00,45684,45684,2023-04-17,Paid
4174,806,2023-04-20T00:00:00,63418,0,,Due
4175,668,2023-04-07T00:00:00,100591,0,,Due
4176,1126,2023-04-30T00:00:00,61643,61643,2023-04-30,Paid
4177,636,2023-04-29T00:00:00,59140,59140,2023-04-29,Paid
4178,811,2023-04-16T00:00:00,27301,27301,2023-04-16,Paid
4179,1274,2023-04-01T00:00:00,112219,112219,2023-04-01,Paid
4180,99,2023-04-01T00:00:00,98636,98636,2023-04-01,Paid
4181,445,2023-05-25T00:00:00,73309,73309,2023-05-25,Paid
4182,229,2023-05-22T00:00:00,50844,0,,Due
4183,1241,2023-05-16T00:00:00,171047,171047,2023-05-16,Paid
4184,825,2023-05-07T00:00:00,13610,13610,2023-05-07,Paid
4185,1247,2023-05-20T00:00:00,1547642,1547642,2023-05-20,Paid
4186,1130,2023-05-13T00:00:00,224353,224353,2023-05-13,Paid
4187,1160,2023-05-19T00:00:00,22044,0,,Due
4188,1439,2023-05-01T00:00:00,50689,50689,2023-05-01,Paid
4189,495,2023-05-02T00:00:00,92729,92729,2023-05-02,Paid
4190,257,2023-05-11T00:00:00,28097,28097,2023-05-11,Paid
4191,169,2023-05-28T00:00:00,794704,794704,2023-05-28,Paid
4192,1471,2023-05-07T00:00:00,56796,56796,2023-05-07,Paid
4193,1008,2023-05-25T00:00:00,46221,46221,2023-05-25,Paid
4194,810,2023-05-15T00:00:00,44029,0,,Due
4195,1746,2023-05-16T00:00:00,19577,19577,2023-05-16,Paid
4196,911,2023-05-20T00:00:00,19066,19066,2023-05-20,Paid
4197,436,2023-05-22T00:00:00,635785,635785,2023-05-22,Paid
4198,853,2023-05-20T00:00:00,27150,27150,2023-05-20,Paid
4199,457,2023-05-20T00:00:00,63364,63364,2023-05-20,Paid
4200,480,2023-05-16T00:00:00,136588,136588,2023-05-16,Paid
4201,815,2023-05-30T00:00:00,42438,42438,2023-05-30,Paid
4202,165,2023-05-02T00:00:00,40217,40217,2023-05-02,Paid
4203,887,2023-05-25T00:00:00,20927,0,,Due
4204,221,2023-05-20T00:00:00,36670,36670,2023-05-20,Paid
4205,920,2023-05-13T00:00:00,67898,67898,2023-05-13,Paid
4206,1644,2023-05-22T00:00:00,25570,25570,2023-05-22,Paid
4207,1558,2023-05-01T00:00:00,75502,75502,2023-05-01,Paid
4208,902,2023-05-04T00:00:00,73661,73661,2023-05-04,Paid
4209,386,2023-05-23T00:00:00,32251,32251,2023-05-23,Paid
4210,1545,2023-05-24T00:00:00,155055,155055,2023-05-24,Paid
4211,366,2023-05-26T00:00:00,15996,15996,2023-05-26,Paid
4212,211,2023-05-19T00:00:00,111094,111094,2023-05-19,Paid
4213,100,2023-05-20T00:00:00,29028,29028,2023-05-20,Paid
4214,701,2023-05-12T00:00:00,45840,45840,2023-05-12,Paid
4215,33,2023-05-09T00:00:00,66051,66051,2023-05-09,Paid
4216,66,2023-05-04T00:00:00,14032,14032,2023-05-04,Paid
4217,1358,2023-05-08T00:00:00,235261,235261,2023-05-08,Paid
4218,1227,2023-05-01T00:00:00,176839,176839,2023-05-01,Paid
4219,717,2023-05-10T00:00:00,41254,0,,Due
4220,296,2023-05-28T00:00:00,29220,29220,2023-05-28,Paid
4221,145,2023-05-20T00:00:00,38668,38668,2023-05-20,Paid
4222,1423,2023-05-13T00:00:00,870734,870734,2023-05-13,Paid
4223,984,2023-05-22T00:00:00,349587,349587,2023-05-22,Paid
4224,1076,2023-05-15T00:00:00,108129,108129,2023-05-15,Paid
4225,1189,2023-05-04T00:00:00,19724,19724,2023-05-04,Paid
4226,1005,2023-05-07T00:00:00,62011,62011,2023-05-07,Paid
4227,128,2023-05-07T00:00:00,111771,111771,2023-05-07,Paid
4228,951,2023-05-29T00:00:00,23107,23107,2023-05-29,Paid
4229,791,2023-05-16T00:00:00,65701,65701,2023-05-16,Paid
4230,1292,2023-05-30T00:00:00,319037,319037,2023-05-30,Paid
4231,190,2023-05-09T00:00:00,34897,34897,2023-05-09,Paid
4232,112,2023-05-21T00:00:00,158973,158973,2023-05-21,Paid
4233,487,2023-05-29T00:00:00,78896,78896,2023-05-29,Paid
4234,331,2023-05-09T00:00:00,90943,90943,2023-05-09,Paid
4235,1216,2023-05-01T00:00:00,69713,69713,2023-05-01,Paid
4236,1021,2023-05-13T00:00:00,27731,27731,2023-05-13,Paid
4237,1343,2023-05-28T00:00:00,241971,0,,Due
4238,1259,2023-05-20T00:00:00,174654,174654,2023-05-20,Paid
4239,596,2023-05-14T00:00:00,212809,212809,2023-05-14,Paid
4240,185,2023-05-28T00:00:00,42705,42705,2023-05-28,Paid
4241,619,2023-05-14T00:00:00,31096,31096,2023-05-14,Paid
4242,952,2023-05-26T00:00:00,63959,63959,2023-05-26,Paid
4243,1491,2023-05-30T00:00:00,29042,29042,2023-05-30,Paid
4244,1083,2023-05-27T00:00:00,38183,38183,2023-05-27,Paid
4245,223,2023-05-09T00:00:00,72825,72825,2023-05-09,Paid
4246,1403,2023-05-03T00:00:00,189443,189443,2023-05-03,Paid
4247,830,2023-05-14T00:00:00,33712,0,,Due
4248,286,2023-05-03T00:00:00,28850,28850,2023-05-03,Paid
4249,1050,2023-05-14T00:00:00,41088,41088,2023-05-14,Paid
4250,426,2023-05-29T00:00:00,28561,0,,Due
4251,1484,2023-05-07T00:00:00,34412,34412,2023-05-07,Paid
4252,1438,2023-05-22T00:00:00,64841,64841,2023-05-22,Paid
4253,1407,2023-05-14T00:00:00,223258,223258,2023-05-14,Paid
4254,1107,2023-05-29T00:00:00,18490,18490,2023-05-29,Paid
4255,993,2023-05-18T00:00:00,10277,10277,2023-05-18,Paid
4256,58,2023-05-15T00:00:00,42362,42362,2023-05-15,Paid
4257,1006,2023-05-25T00:00:00,11582,11582,2023-05-25,Paid
4258,703,2023-05-17T00:00:00,272155,272155,2023-05-17,Paid
4259,1014,2023-05-29T00:00:00,16472,16472,2023-05-29,Paid
4260,410,2023-05-04T00:00:00,59871,0,,Due
4261,1187,2023-05-02T00:00:00,73299,73299,2023-05-02,Paid
4262,1129,2023-05-11T00:00:00,33684,33684,2023-05-11,Paid
4263,913,2023-05-11T00:00:00,13832,13832,2023-05-11,Paid
4264,423,2023-05-05T00:00:00,30774,30774,2023-05-05,Paid
4265,575,2023-05-18T00:00:00,58142,58142,2023-05-18,Paid
4266,1565,2023-05-10T00:00:00,658862,658862,2023-05-10,Paid
4267,467,2023-05-17T00:00:00,45684,45684,2023-05-17,Paid
4268,184,2023-05-30T00:00:00,61863,61863,2023-05-30,Paid
4269,1463,2023-05-06T00:00:00,93282,93282,2023-05-06,Paid
4270,493,2023-05-02T00:00:00,19138,19138,2023-05-02,Paid
4271,352,2023-05-04T00:00:00,40703,40703,2023-05-04,Paid
4272,373,2023-05-28T00:00:00,137643,137643,2023-05-28,Paid
4273,16,2023-05-24T00:00:00,31287,31287,2023-05-24,Paid
4274,546,2023-05-02T00:00:00,15360,15360,2023-05-02,Paid
4275,212,2023-05-10T00:00:00,150670,150670,2023-05-10,Paid
4276,65,2023-05-09T00:00:00,194191,194191,2023-05-09,Paid
4277,893,2023-05-13T00:00:00,348794,348794,2023-05-13,Paid
4278,1142,2023-05-04T00:00:00,28918,28918,2023-05-04,Paid
4279,468,2023-05-23T00:00:00,313343,313343,2023-05-23,Paid
4280,270,2023-05-02T00:00:00,44008,44008,2023-05-02,Paid
4281,1312,2023-05-01T00:00:00,180317,180317,2023-05-01,Paid
4282,1046,2023-05-31T00:00:00,47891,0,,Due
4283,1390,2023-05-01T00:00:00,197456,197456,2023-05-01,Paid
4284,899,2023-05-11T00:00:00,39541,39541,2023-05-11,Paid
4285,1331,2023-05-01T00:00:00,60638,60638,2023-05-01,Paid
4286,757,2023-05-07T00:00:00,60150,60150,2023-05-07,Paid
4287,1625,2023-05-30T00:00:00,47996,47996,2023-05-30,Paid
4288,37,2023-05-28T00:00:00,18919,18919,2023-05-28,Paid
4289,1099,2023-05-25T00:00:00,19046,19046,2023-05-25,Paid
4290,1570,2023-05-14T00:00:00,676060,676060,2023-05-14,Paid
4291,1479,2023-05-01T00:00:00,34820,34820,2023-05-01,Paid
4292,1116,2023-05-14T00:00:00,14913,14913,2023-05-14,Paid
4293,499,2023-05-06T00:00:00,42110,42110,2023-05-06,Paid
4294,161,2023-05-24T00:00:00,49351,49351,2023-05-24,Paid
4295,316,2023-05-21T00:00:00,85744,85744,2023-05-21,Paid
4296,1542,2023-05-23T00:00:00,94068,94068,2023-05-23,Paid
4297,1618,2023-05-01T00:00:00,38429,38429,2023-05-01,Paid
4298,246,2023-05-27T00:00:00,38624,38624,2023-05-27,Paid
4299,1763,2023-05-24T00:00:00,70263,70263,2023-05-24,Paid
4300,362,2023-05-20T00:00:00,40491,40491,2023-05-20,Paid
4301,980,2023-05-06T00:00:00,17544,17544,2023-05-06,Paid
4302,841,2023-05-07T00:00:00,16196,16196,2023-05-07,Paid
4303,371,2023-05-13T00:00:00,40034,40034,2023-05-13,Paid
4304,1196,2023-05-01T00:00:00,43898,43898,2023-05-01,Paid
4305,385,2023-05-02T00:00:00,172816,172816,2023-05-02,Paid
4306,955,2023-05-29T00:00:00,190186,190186,2023-05-29,Paid
4307,571,2023-05-27T00:00:00,72572,72572,2023-05-27,Paid
4308,191,2023-05-21T00:00:00,88472,88472,2023-05-21,Paid
4309,1453,2023-05-01T00:00:00,40155,40155,2023-05-01,Paid
4310,1077,2023-05-29T00:00:00,19241,19241,2023-05-29,Paid
4311,1457,2023-05-01T00:00:00,122943,122943,2023-05-01,Paid
4312,250,2023-05-18T00:00:00,33114,33114,2023-05-18,Paid
4313,671,2023-05-03T00:00:00,284579,284579,2023-05-03,Paid
4314,908,2023-05-05T00:00:00,40162,40162,2023-05-05,Paid
4315,500,2023-05-06T00:00:00,17210,0,,Due
4316,535,2023-05-27T00:00:00,28908,28908,2023-05-27,Paid
4317,430,2023-05-26T00:00:00,41315,0,,Due
4318,1166,2023-05-01T00:00:00,14949,14949,2023-05-01,Paid
4319,1443,2023-05-01T00:00:00,53379,53379,2023-05-01,Paid
4320,85,2023-05-15T00:00:00,55908,55908,2023-05-15,Paid
4321,725,2023-05-27T00:00:00,15515,15515,2023-05-27,Paid
4322,111,2023-05-16T00:00:00,455725,455725,2023-05-16,Paid
4323,176,2023-05-24T00:00:00,30414,30414,2023-05-24,Paid
4324,581,2023-05-13T00:00:00,134608,134608,2023-05-13,Paid
4325,1713,2023-05-11T00:00:00,125636,125636,2023-05-11,Paid
4326,608,2023-05-03T00:00:00,27212,27212,2023-05-03,Paid
4327,1283,2023-05-01T00:00:00,352346,352346,2023-05-01,Paid
4328,305,2023-05-12T00:00:00,31430,31430,2023-05-12,Paid
4329,968,2023-05-05T00:00:00,43056,43056,2023-05-05,Paid
4330,360,2023-05-24T00:00:00,494655,0,,Due
4331,1260,2023-05-26T00:00:00,123642,123642,2023-05-26,Paid
4332,1270,2023-05-12T00:00:00,142074,142074,2023-05-12,Paid
4333,21,2023-05-03T00:00:00,184869,184869,2023-05-03,Paid
4334,1267,2023-05-01T00:00:00,56197,56197,2023-05-01,Paid
4335,1354,2023-05-24T00:00:00,1355820,1355820,2023-05-24,Paid
4336,1175,2023-05-18T00:00:00,9924,9924,2023-05-18,Paid
4337,57,2023-05-04T00:00:00,23742,0,,Due
4338,1408,2023-05-30T00:00:00,98345,0,,Due
4339,434,2023-05-09T00:00:00,105103,105103,2023-05-09,Paid
4340,931,2023-05-01T00:00:00,13479,13479,2023-05-01,Paid
4341,1684,2023-05-16T00:00:00,78484,78484,2023-05-16,Paid
4342,444,2023-05-10T00:00:00,24211,24211,2023-05-10,Paid
4343,1041,2023-05-18T00:00:00,61955,61955,2023-05-18,Paid
4344,348,2023-05-23T00:00:00,63459,0,,Due
4345,38,2023-05-28T00:00:00,121031,121031,2023-05-28,Paid
4346,239,2023-05-10T00:00:00,42276,42276,2023-05-10,Paid
4347,869,2023-05-29T00:00:00,247290,247290,2023-05-29,Paid
4348,396,2023-05-20T00:00:00,95710,95710,2023-05-20,Paid
4349,245,2023-05-17T00:00:00,200587,200587,2023-05-17,Paid
4350,904,2023-05-26T00:00:00,19390,19390,2023-05-26,Paid
4351,1143,2023-05-29T00:00:00,31841,31841,2023-05-29,Paid
4352,1096,2023-05-19T00:00:00,218974,218974,2023-05-19,Paid
4353,1297,2023-05-24T00:00:00,330861,330861,2023-05-24,Paid
4354,10,2023-05-24T00:00:00,67904,67904,2023-05-24,Paid
4355,526,2023-05-22T00:00:00,115296,115296,2023-05-22,Paid
4356,866,2023-05-14T00:00:00,31967,31967,2023-05-14,Paid
4357,670,2023-05-02T00:00:00,36590,0,,Due
4358,1330,2023-05-05T00:00:00,238868,238868,2023-05-05,Paid
4359,343,2023-05-19T00:00:00,78545,78545,2023-05-19,Paid
4360,833,2023-05-06T00:00:00,36780,36780,2023-05-06,Paid
4361,673,2023-05-11T00:00:00,82683,82683,2023-05-11,Paid
4362,995,2023-05-19T00:00:00,59162,59162,2023-05-19,Paid
4363,914,2023-05-01T00:00:00,35071,35071,2023-05-01,Paid
4364,1702,2023-05-09T00:00:00,209707,209707,2023-05-09,Paid
4365,1513,2023-05-04T00:00:00,216682,216682,2023-05-04,Paid
4366,1544,2023-05-01T00:00:00,106572,106572,2023-05-01,Paid
4367,939,2023-05-28T00:00:00,111182,111182,2023-05-28,Paid
4368,595,2023-05-24T00:00:00,26920,26920,2023-05-24,Paid
4369,392,2023-05-09T00:00:00,32878,32878,2023-05-09,Paid
4370,1458,2023-05-01T00:00:00,55903,55903,2023-05-01,Paid
4371,784,2023-05-24T00:00:00,37748,37748,2023-05-24,Paid
4372,63,2023-05-28T00:00:00,49621,49621,2023-05-28,Paid
4373,1335,2023-05-01T00:00:00,239814,239814,2023-05-01,Paid
4374,143,2023-05-25T00:00:00,59309,59309,2023-05-25,Paid
4375,242,2023-05-03T00:00:00,127195,127195,2023-05-03,Paid
4376,323,2023-05-11T00:00:00,30838,30838,2023-05-11,Paid
4377,545,2023-05-10T00:00:00,10994,10994,2023-05-10,Paid
4378,308,2023-05-05T00:00:00,72886,72886,2023-05-05,Paid
4379,801,2023-05-20T00:00:00,29266,29266,2023-05-20,Paid
4380,992,2023-05-13T00:00:00,83115,83115,2023-05-13,Paid
4381,1613,2023-05-20T00:00:00,657099,657099,2023-05-20,Paid
4382,417,2023-05-19T00:00:00,31876,31876,2023-05-19,Paid
4383,34,2023-05-16T00:00:00,326796,326796,2023-05-16,Paid
4384,840,2023-05-30T00:00:00,25958,25958,2023-05-30,Paid
4385,1117,2023-05-30T00:00:00,27417,27417,2023-05-30,Paid
4386,116,2023-05-18T00:00:00,49098,49098,2023-05-18,Paid
4387,134,2023-05-18T00:00:00,215398,215398,2023-05-18,Paid
4388,831,2023-05-17T00:00:00,47390,47390,2023-05-17,Paid
4389,1011,2023-05-17T00:00:00,65578,65578,2023-05-17,Paid
4390,1490,2023-05-01T00:00:00,161127,0,,Due
